106480590	HAS	6.02e-25	90
2989	HAS	3.361e-24	93
8301	HAS	4.879e-19	89
10347	HAS	1.063e-15	93
23526	HAS	1.063e-15	94
2185	HAS	7.37e-14	90
2041	HAS	1.123e-13	92
285965	HAS	1.123e-13	91
643680	HAS	1.192e-13	92
106481980	HAS	3.287e-11	89
23607	HAS	5.202e-11	90
338399	HAS	1.202e-10	89
3123	HAS	2.701e-10	92
404026	HAS	4.373e-10	92
29992	HAS	5.576e-10	90
222950	HAS	6.02e-10	89
81628	HAS	6.1e-10	92
1135	HAS	6.543e-10	95
100131457	HAS	6.747e-10	91
29990	HAS	6.909e-10	90
5434	HAS	7.808e-10	89
3117	HAS	1.743e-09	90
91304	HAS	2.282e-09	89
54749	HAS	4.757e-09	91
123041	HAS	5.542e-09	96
222611	HAS	6.389e-09	93
10979	HAS	7.945e-09	95
51435	HAS	1.379e-08	92
4607	HAS	1.42e-08	89
6688	HAS	1.42e-08	90
56244	HAS	1.628e-08	90
3119	HAS	2.285e-08	94
100616222	HAS	2.973e-08	92
5913	HAS	3.037e-08	91
101929423	HAS	3.225e-08	91
932	HAS	5.115e-08	92
3132	HAS	6.23e-08	91
106480429	HAS	6.927e-08	90
1477	HAS	8.435e-08	96
79841	HAS	8.777e-08	91
94241	HAS	9.38e-08	92
100131609	HAS	1.422e-07	92
442668	HAS	1.573e-07	90
9179	HAS	2.032e-07	90
6878	HAS	2.032e-07	91
221393	HAS	2.375e-07	92
8567	HAS	2.396e-07	90
245812	HAS	2.618e-07	94
255374	HAS	2.618e-07	91
28411	HAS	2.715e-07	97
23360	HAS	3.021e-07	90
7551	HAS	3.098e-07	93
10062	HAS	3.102e-07	93
106479460	HAS	3.139e-07	91
4722	HAS	3.139e-07	92
100873603	HAS	3.604e-07	90
51314	HAS	3.687e-07	91
373509	HAS	3.903e-07	91
7589	HAS	4.445e-07	92
399888	HAS	4.637e-07	92
28341	HAS	4.885e-07	90
28340	HAS	4.885e-07	90
26115	HAS	6.161e-07	91
9256	HAS	6.241e-07	89
100506779	HAS	6.241e-07	90
100616220	HAS	6.241e-07	90
161	HAS	6.284e-07	94
106480018	HAS	6.284e-07	90
79865	HAS	6.346e-07	92
50488	HAS	7.012e-07	92
106480869	HAS	7.925e-07	90
406900	HAS	8.346e-07	92
90268	HAS	1.075e-06	93
26843	HAS	1.271e-06	92
6068	HAS	1.271e-06	91
107984723	HAS	1.271e-06	90
56252	HAS	1.38e-06	92
102	HAS	1.41e-06	91
92154	HAS	1.414e-06	90
100132978	HAS	1.493e-06	92
8178	HAS	1.975e-06	92
114900	HAS	2.063e-06	89
6642	HAS	2.721e-06	93
945	HAS	2.972e-06	92
54894	HAS	3.069e-06	91
91133	HAS	3.106e-06	91
9098	HAS	4.16e-06	91
55697	HAS	7.148e-06	89
7975	HAS	7.337e-06	89
4182	HAS	8.825e-06	90
6653	HAS	9.727e-15	91
1265	HAS	4.207e-13	92
101752399	HAS	6.909e-10	93
353345	HAS	4.757e-09	93
646282	HAS	6.042e-08	92
23788	HAS	7.225e-08	95
2053	HAS	2.115e-07	89
392133	HAS	3.268e-07	89
9101	HAS	3.903e-07	93
28462	HAS	4.885e-07	93
106481134	HAS	7.012e-07	90
392132	HAS	6.043e-07	90
