274	HAS	1.053e-25	88
2989	HAS	3.361e-24	86
1378	HAS	5.692e-24	80
8301	HAS	4.879e-19	83
10347	HAS	1.063e-15	81
23526	HAS	1.063e-15	80
2206	HAS	8.71e-15	84
6653	HAS	9.727e-15	83
2041	HAS	1.123e-13	84
285965	HAS	1.123e-13	81
643680	HAS	1.192e-13	84
106481980	HAS	3.287e-11	83
1380	HAS	1.571e-10	82
29992	HAS	5.576e-10	85
222950	HAS	6.02e-10	83
1135	HAS	6.543e-10	82
100131457	HAS	6.747e-10	83
3117	HAS	1.743e-09	81
103625684	HAS	2.282e-09	82
222611	HAS	6.389e-09	81
51435	HAS	1.379e-08	83
4607	HAS	1.42e-08	84
5702	HAS	1.881e-08	82
57091	HAS	2.46e-08	85
91252	HAS	2.922e-08	83
3635	HAS	3.169e-08	80
101929423	HAS	3.225e-08	85
352954	HAS	5.991e-08	86
646282	HAS	6.042e-08	82
3132	HAS	6.23e-08	83
106480429	HAS	6.927e-08	90
79841	HAS	8.777e-08	81
94241	HAS	9.38e-08	87
100131609	HAS	1.422e-07	83
9179	HAS	2.032e-07	80
6878	HAS	2.032e-07	83
2053	HAS	2.115e-07	81
221393	HAS	2.375e-07	82
10980	HAS	3.098e-07	80
53	HAS	3.102e-07	80
4722	HAS	3.139e-07	81
114971	HAS	3.139e-07	81
392133	HAS	3.268e-07	80
724	HAS	3.796e-07	83
373509	HAS	3.903e-07	81
9325	HAS	4.286e-07	83
100873888	HAS	4.637e-07	80
399888	HAS	4.637e-07	83
28461	HAS	5.508e-07	80
100506779	HAS	6.241e-07	84
106480594	HAS	6.886e-07	81
50488	HAS	7.012e-07	87
56252	HAS	1.38e-06	80
102	HAS	1.41e-06	80
8178	HAS	1.975e-06	81
83694	HAS	2.467e-06	80
1145	HAS	3.825e-06	80
91304	HAS	2.282e-09	80
10658	HAS	1.116e-08	80
8567	HAS	2.396e-07	81
1534	HAS	6.161e-07	84
161	HAS	6.284e-07	80
10734	HAS	1.901e-06	82
