81609	0	0.01556
406996	0	0.03707
4900	0	0.1753
406	0	0.01375
338412	0	0.231
3039	0	0.008889
4137	0	0.0115
5725	0	0.02002
6335	0	0.0207
4709	0	0.0624
308	0	0.02526
8622	0	0.0137
2617	0	0.029
3627	0	0.0994
142	0	0.01176
3818	0	0.04539
6870	0	0.01119
3988	0	0.02442
7466	0	0.08848
9575	0	0.02154
9227	0	0.01182
8797	0	0.01087
8869	0	0.02071
205860	0	0.009437
57620	0	0.01308
7345	0	0.02649
3093	0	0.0211
347731	0	0.01999
847	0	0.01799
493856	0	0.1079
22933	0	0.0186
84557	0	0.1881
23576	0	0.02074
55342	0	0.01455
22868	0	0.01052
4249	0	0.01575
60496	0	0.02504
836	0	0.009384
25978	0	0.03514
6900	0	0.01292
410	0	0.0283
23277	0	0.0152
4036	0	0.01096
1789	0	0.0148
472	0	0.02157
7045	0	0.02484
23286	0	0.0207
135	0	0.07093
3156	0	0.01919
51128	0	0.04462
1812	0	0.02967
4854	0	0.03025
140606	0	0.03523
2740	0	0.02133
51142	0	0.03711
116443	0	0.01086
3932	0	0.02591
1586	0	0.1056
7161	0	0.04821
5575	0	0.008742
10280	0	0.0986
4000	0	0.01121
1386	0	0.009604
83872	0	0.01004
7296	0	0.03193
144195	0	0.03168
12	0	0.03288
2288	0	0.1352
1728	0	0.09334
149233	0	0.03179
4133	0	0.01678
590	0	0.01677
2778	0	0.01422
7018	0	0.01406
7422	0	0.03422
2150	0	0.01139
154	0	0.04098
2353	0	0.1002
4891	0	0.01744
10215	0	0.02817
875	0	0.07016
23163	0	0.08021
3918	0	0.03221
925	0	0.01633
5428	0	0.03017
3565	0	0.07672
406938	0	0.01598
7314	0	0.0669
2668	0	0.03073
4914	0	0.01655
4846	0	0.01859
317	0	0.0478
662	0	0.01473
4976	0	0.03115
23336	0	0.02009
10957	0	0.02874
1613	0	0.01067
23410	0	0.03701
3832	0	0.0098
8872	0	0.05209
4040	0	0.05222
7421	0	0.02554
3895	0	0.01474
1743	0	0.02398
89870	0	0.06463
1788	0	0.02422
841	0	0.0182
57819	0	0.01551
3303	0	0.009498
6429	0	0.0336
6714	0	0.02534
23036	0	0.01982
10	0	0.01549
1392	0	0.09936
8754	0	0.03449
23237	0	0.02449
7274	0	0.03451
427	0	0.008647
4502	0	0.03285
84447	0	0.01221
79660	0	0.05085
6570	0	0.03322
51115	0	0.03276
334	0	0.03149
6139	0	0.07456
5606	0	0.02008
54704	0	0.01206
7486	0	0.02699
5524	0	0.05835
581	0	0.03225
320	0	0.04117
6440	0	0.0527
4741	0	0.01563
4747	0	0.07362
22900	0	0.02545
1859	0	0.02272
1026	0	0.1491
2475	0	0.05139
283	0	0.01959
4314	0	0.04432
1508	0	0.06733
23394	0	0.02106
2048	0	0.009941
5034	0	0.06307
11188	0	0.03364
8678	0	0.0733
6252	0	0.02874
23064	0	0.01774
20	0	0.02651
7436	0	0.01384
25792	0	0.02937
2395	0	0.02081
5646	0	0.04506
55958	0	0.03553
3371	0	0.0175
1827	0	0.02018
140803	0	0.02149
23268	0	0.01234
23682	0	0.04053
29110	0	0.0324
4074	0	0.01285
3320	0	0.01577
1603	0	0.03809
58157	0	0.0217
10419	0	0.0222
6400	0	0.02962
801	0	0.06874
2643	0	0.01385
10972	0	0.02954
5663	0	0.04021
3062	0	0.01676
4852	0	0.1437
60482	0	0.06793
5265	0	0.0174
51378	0	0.02736
4205	0	0.01015
11261	0	0.01273
3553	0	0.06756
5465	0	0.04551
387	0	0.01738
78996	0	0.05909
3569	0	0.05585
51107	0	0.01318
4548	0	0.08401
4803	0	0.03273
824	0	0.07621
4209	0	0.01926
3362	0	0.0537
217	0	0.04072
4908	0	0.04268
2308	0	0.0145
5371	0	0.04497
9325	0	0.008795
7337	0	0.04883
2923	0	0.01256
567	0	0.124
1423	0	0.2101
10058	0	0.01542
8685	0	0.03847
4780	0	0.01912
6323	0	0.01537
9451	0	0.1256
3552	0	0.01658
1387	0	0.05255
3667	0	0.09138
3676	0	0.05639
7447	0	0.02836
5534	0	0.009584
57498	0	0.03611
5610	0	0.02206
3361	0	0.0329
9175	0	0.04373
151516	0	0.1241
5624	0	0.009059
171221	0	0.05165
2571	0	0.01613
6356	0	0.08278
3479	0	0.02394
338	0	0.07357
112476	0	0.05745
3176	0	0.01196
10728	0	0.05391
54205	0	0.2065
54103	0	0.02113
5599	0	0.0255
23468	0	0.01149
5925	0	0.01424
162083	0	0.03464
4599	0	0.02215
1364	0	0.01378
5506	0	0.03965
57016	0	0.05038
5154	0	0.03071
5172	0	0.0108
5444	0	0.01336
1080	0	0.01633
6573	0	0.01195
196	0	0.01341
3952	0	0.1043
1020	0	0.1711
3486	0	0.009826
85463	0	0.01423
6774	0	0.01475
83939	0	0.02305
5054	0	0.0772
10054	0	0.04669
2941	0	0.02859
23435	0	0.07153
1234	0	0.03116
164045	0	0.01229
4804	0	0.01261
6648	0	0.01206
10333	0	0.02656
4729	0	0.01687
1674	0	0.03103
7511	0	0.0165
8455	0	0.05756
9622	0	0.02708
4924	0	0.01148
57126	0	0.01078
3383	0	0.0204
10053	0	0.06447
1785	0	0.01114
6626	0	0.2136
9927	0	0.05152
23646	0	0.01177
23627	0	0.03056
8803	0	0.0343
9546	0	0.01002
7593	0	0.07231
5141	0	0.03357
5300	0	0.08929
57192	0	0.08912
6948	0	0.04948
9510	0	0.01955
7124	0	0.0154
648	0	0.1317
4985	0	0.02174
6908	0	0.05364
2670	0	0.008991
2548	0	0.00961
7157	0	0.07234
51083	0	0.1679
7299	0	0.01756
254251	0	0.02713
3749	0	0.015
7042	0	0.0182
6811	0	0.01155
8811	0	0.2703
8766	0	0.01295
57659	0	0.09786
4318	0	0.08956
2932	0	0.04264
65018	0	0.03693
255738	0	0.01922
23400	0	0.009036
1822	0	0.02912
5728	0	0.06286
406991	0	0.01277
693188	0	0.05709
118924	0	0.009765
8722	0	0.1938
672	0	0.06473
1394	0	0.02963
246744	0	0.07211
2186	0	0.01694
8867	0	0.0828
