375790	NA	0.001766	90
106480915	NA	0.03285	96
84328	NA	0.02647	98
64802	NA	0.009649	92
54873	NA	0.004333	85
100129320	NA	0.02013	92
391059	NA	0.004238	87
106479593	NA	0.003423	87
178	NA	0.02729	94
64645	NA	0.0489	98
163786	NA	0.001388	88
54482	NA	0.001388	86
127495	NA	0.0384	94
1629	NA	0.001386	90
54991	NA	0.006514	93
693138	NA	0.01547	91
8556	NA	0.002674	86
100421045	NA	0.01296	94
7412	NA	0.003149	89
10277	NA	0.003338	91
148867	NA	0.01407	93
100421397	NA	0.01686	97
51611	NA	0.03392	97
677781	NA	0.006742	91
1901	NA	0.02978	97
5489	NA	0.004307	91
106479932	NA	0.01815	94
106481484	NA	0.04521	94
94236	NA	0.03238	93
23095	NA	0.02155	95
1301	NA	0.005264	86
100421046	NA	0.01502	93
106480920	NA	0.001251	88
648740	NA	0.00121	83
279	NA	0.00236	90
277	NA	0.0287	94
642337	NA	0.01919	97
378708	NA	0.01242	95
100526739	NA	0.01242	93
1325	NA	0.01242	95
5195	NA	0.007033	95
100873333	NA	0.03713	95
106481089	NA	0.02891	97
22854	NA	0.001352	83
29957	NA	0.003958	91
148545	NA	0.02393	96
727941	NA	0.04237	95
100422608	NA	0.02129	94
653149	NA	0.01598	92
100507044	NA	0.02129	93
642818	NA	0.01083	92
284611	NA	0.008087	90
113802	NA	0.005764	90
55119	NA	0.02736	93
163479	NA	0.02772	92
6814	NA	0.01997	95
254268	NA	0.003398	97
406984	NA	0.01611	93
406983	NA	0.01611	94
554210	NA	0.01611	93
29899	NA	0.04835	96
22911	NA	0.003035	81
100129428	NA	0.005046	92
6884	NA	0.0107	95
56900	NA	0.04217	97
677766	NA	0.04538	97
127003	NA	0.03287	93
57535	NA	0.004605	87
6301	NA	0.01151	95
54938	NA	0.001659	89
1952	NA	0.009427	92
84722	NA	0.01489	97
343263	NA	0.01489	93
6272	NA	0.02366	98
100506376	NA	0.007399	92
5686	NA	0.03045	97
284613	NA	0.005101	89
57463	NA	0.005101	88
148345	NA	0.002525	89
271	NA	0.03081	98
2948	NA	0.02914	96
2946	NA	0.001827	81
2944	NA	0.001827	88
2949	NA	0.0129	93
2947	NA	0.0129	94
79574	NA	0.01566	98
102724853	NA	0.01297	95
1435	NA	0.003613	92
390996	NA	0.002525	89
10768	NA	0.008958	95
85369	NA	0.01013	93
388662	NA	0.001489	85
100873974	NA	0.01149	89
3749	NA	0.006115	95
10747	NA	0.002056	88
64783	NA	0.002475	92
9122	NA	0.001948	92
101410535	NA	0.003154	90
10542	NA	0.01445	94
84432	NA	0.03112	94
643160	NA	0.005458	88
6723	NA	0.009371	94
3744	NA	0.01234	90
3737	NA	0.001364	84
3738	NA	0.008548	99
5394	NA	0.01822	93
643232	NA	0.007655	91
81479	NA	0.0111	95
963	NA	0.01061	91
55791	NA	0.006576	89
100418763	NA	0.01645	97
100873292	NA	0.03527	94
2475	NA	0.01687	94
128338	NA	0.01545	95
10390	NA	0.004995	92
79961	NA	0.004995	92
1117	NA	0.02482	99
100420342	NA	0.02482	93
149620	NA	0.02279	98
27159	NA	0.02279	99
128344	NA	0.03882	93
100996315	NA	0.01947	97
100130383	NA	0.02204	94
441897	NA	0.02204	94
5016	NA	0.003216	91
106480360	NA	0.007044	93
79084	NA	0.007044	93
515	NA	0.005084	92
128346	NA	0.005084	86
140	NA	0.006539	92
106481431	NA	0.01066	90
100873935	NA	0.01687	89
106479804	NA	0.01687	98
5906	NA	0.008645	93
643329	NA	0.0193	97
106479633	NA	0.0237	97
55924	NA	0.008645	92
11218	NA	0.03246	93
3752	NA	0.008539	91
100874295	NA	0.01369	91
100873995	NA	0.03957	97
106479696	NA	0.02019	93
100270891	NA	0.02019	95
8784	NA	0.002591	85
55917	NA	0.01072	94
54879	NA	0.002956	91
829	NA	0.01995	96
359752	NA	0.03756	95
100151667	NA	0.03402	93
4343	NA	0.01615	90
389	NA	0.01615	96
333926	NA	0.01615	93
284467	NA	0.03089	94
29914	NA	0.03842	95
9860	NA	0.002182	90
100533731	NA	0.043	95
7293	NA	0.002591	90
260425	NA	0.00125	84
100873269	NA	0.01548	93
10745	NA	0.001483	80
54665	NA	0.001957	88
51150	NA	0.001346	80
26191	NA	0.003595	82
100287722	NA	0.003017	85
440603	NA	0.003017	85
10717	NA	0.003017	87
64858	NA	0.02989	95
204851	NA	0.003897	92
56944	NA	0.02114	95
148281	NA	0.009448	92
51592	NA	0.01994	96
643586	NA	0.03579	97
10286	NA	0.02707	95
270	NA	0.02046	97
