10452	HAS	3.72036e-20
348	HAS	3.72036e-20
341	HAS	3.72036e-20
19	HAS	1.51964e-06
825	HAS	4.62971e-06
114815	HAS	4.995e-06
51378	HAS	5.85308e-06
491	HAS	1.29868e-05
9734	HAS	1.47138e-05
6786	HAS	1.62148e-05
1496	HAS	1.65752e-05
10718	HAS	1.93693e-05
2904	HAS	2.08325e-05
30010	HAS	2.10078e-05
23245	HAS	2.18061e-05
1501	HAS	2.35562e-05
2099	HAS	2.40399e-05
64478	HAS	2.51933e-05
8404	HAS	2.7392e-05
7018	HAS	2.74432e-05
1378	HAS	2.99661e-05
1636	HAS	3.38057e-05
648	HAS	4.03481e-05
10333	HAS	4.04945e-05
79068	HAS	4.51848e-05
2153	HAS	4.84067e-05
3290	HAS	5.25507e-05
56899	HAS	5.95303e-05
51151	HAS	8.33419e-05
4803	HAS	9.75912e-05
960	HAS	0.000109304
1808	HAS	0.000112677
3643	HAS	0.000114634
162083	HAS	0.000118237
6310	HAS	0.000124954
9429	HAS	0.000144904
3062	HAS	0.000145412
91584	HAS	0.000153848
4137	HAS	0.000159614
6895	HAS	0.000161092
6263	HAS	0.000175242
51231	HAS	0.000179834
9369	HAS	0.000211504
27185	HAS	0.000216017
2923	HAS	0.000218494
4205	HAS	0.000219802
5789	HAS	0.000239073
1356	HAS	0.000250348
324	HAS	0.000252474
2729	HAS	0.00027049
5336	HAS	0.000270628
93664	HAS	0.000285722
3176	HAS	0.000286361
6667	HAS	0.000297488
54103	HAS	0.000299491
1788	HAS	0.000316458
9325	HAS	0.000324367
5592	HAS	0.000327054
64067	HAS	0.000332027
25791	HAS	0.000339557
79648	HAS	0.000356814
6489	HAS	0.000380392
10060	HAS	0.000393134
10242	HAS	0.000394341
8291	HAS	0.000414998
5444	HAS	0.000451108
2934	HAS	0.000451626
1743	HAS	0.000468396
23576	HAS	0.000495402
54715	HAS	0.000503641
6311	HAS	0.000515225
57620	HAS	0.000543588
23646	HAS	0.000580116
8633	HAS	0.00058044
3123	HAS	0.000593946
2890	HAS	0.000599925
3479	HAS	0.000603224
6095	HAS	0.000633483
84441	HAS	0.000666946
3953	HAS	0.000669252
2475	HAS	0.000674849
51477	HAS	0.000679139
55755	HAS	0.000695728
85463	HAS	0.000743925
6925	HAS	0.000747821
1813	HAS	0.000750192
6513	HAS	0.000756951
2312	HAS	0.000761103
89797	HAS	0.000777852
3308	HAS	0.000778624
2736	HAS	0.000803581
3562	HAS	0.000830691
1437	HAS	0.000830691
3084	HAS	0.000841154
55697	HAS	0.000882095
320	HAS	0.000900209
5602	HAS	0.000901207
55342	HAS	0.000909687
4000	HAS	0.000945325
83737	HAS	0.000956038
427	HAS	0.000990735
55691	HAS	0.00101638
4249	HAS	0.00104612
4815	HAS	0.00106912
6507	HAS	0.00108235
3875	HAS	0.00109265
335	HAS	0.0011047
23636	HAS	0.00111288
23242	HAS	0.00120988
1392	HAS	0.00124594
644914	HAS	0.00131883
29119	HAS	0.00132641
5578	HAS	0.00138776
5071	HAS	0.00145367
123041	HAS	0.00145843
1387	HAS	0.00146965
6695	HAS	0.00147035
284217	HAS	0.00148638
1191	HAS	0.00148686
7299	HAS	0.00149382
3635	HAS	0.00152424
54039	HAS	0.00153211
4016	HAS	0.00158155
118924	HAS	0.001606
2274	HAS	0.00164453
267012	HAS	0.00166648
7436	HAS	0.00167856
4036	HAS	0.00168589
25902	HAS	0.0016865
6570	HAS	0.00171557
10400	HAS	0.0017315
5506	HAS	0.00174483
