6262	HAS	0.00175822
1394	HAS	0.00182068
4780	HAS	0.00187488
4914	HAS	0.00191008
2643	HAS	0.00192999
3480	HAS	0.0019765
7040	HAS	0.00199157
759	HAS	0.00199213
253430	HAS	0.00202523
80213	HAS	0.00210418
351	HAS	0.002117
2100	HAS	0.00217126
55671	HAS	0.00217148
7314	HAS	0.0021755
3990	HAS	0.00222603
51741	HAS	0.00223796
6750	HAS	0.00224858
8801	HAS	0.00229048
712	HAS	0.00229732
4599	HAS	0.00231311
337	HAS	0.00235748
57016	HAS	0.00237418
761	HAS	0.00241733
3556	HAS	0.00247899
323	HAS	0.00249875
3932	HAS	0.00259477
5562	HAS	0.00280291
5371	HAS	0.00280318
4855	HAS	0.0028174
9455	HAS	0.00288769
26038	HAS	0.00291459
8869	HAS	0.00293317
2317	HAS	0.00306527
7045	HAS	0.00307274
4548	HAS	0.00310374
3749	HAS	0.0031294
11138	HAS	0.00319373
202559	HAS	0.00329358
9463	HAS	0.00330478
1432	HAS	0.00332261
5603	HAS	0.00332261
23286	HAS	0.00347834
5649	HAS	0.00349433
837	HAS	0.00349858
5621	HAS	0.00357101
9956	HAS	0.00357372
4685	HAS	0.00357802
4255	HAS	0.00358335
7421	HAS	0.00360055
2318	HAS	0.00362405
1603	HAS	0.0036757
4311	HAS	0.00374676
143279	HAS	0.0037469
83464	HAS	0.00375392
948	HAS	0.00381204
2395	HAS	0.00383002
1728	HAS	0.0038388
154	HAS	0.00392954
2778	HAS	0.00392983
23682	HAS	0.00395816
4133	HAS	0.00400629
140606	HAS	0.00408906
246744	HAS	0.00410897
6720	HAS	0.00411797
8797	HAS	0.00418922
25797	HAS	0.00429628
2246	HAS	0.00434017
3690	HAS	0.00439464
1573	HAS	0.00441994
1268	HAS	0.00450642
1956	HAS	0.00453971
2932	HAS	0.00465053
627	HAS	0.00468612
4843	HAS	0.00469164
1557	HAS	0.00479365
1576	HAS	0.00483042
308	HAS	0.00484772
5550	HAS	0.00493461
22941	HAS	0.00496648
831	HAS	0.00499596
10133	HAS	0.00505823
23435	HAS	0.00514451
27429	HAS	0.00515331
7466	HAS	0.00516397
282617	HAS	0.00529918
60412	HAS	0.00533097
1889	HAS	0.00536465
7432	HAS	0.00548259
54704	HAS	0.00558207
6622	HAS	0.00561194
2328	HAS	0.0056656
8754	HAS	0.00567076
11315	HAS	0.00567614
84630	HAS	0.00588063
1400	HAS	0.00601112
10418	HAS	0.00601221
1137	HAS	0.00618281
7345	HAS	0.00620197
1476	HAS	0.00621852
10858	HAS	0.00624173
3816	HAS	0.0062629
4318	HAS	0.00631387
84557	HAS	0.00632758
11079	HAS	0.00636616
321	HAS	0.00639257
4225	HAS	0.0064115
2150	HAS	0.00647866
6948	HAS	0.0065011
5599	HAS	0.00655584
4739	HAS	0.00666051
57819	HAS	0.00668955
3303	HAS	0.00668955
5610	HAS	0.00676401
8622	HAS	0.00693397
3488	HAS	0.0069711
629	HAS	0.00703991
259232	HAS	0.00705089
596	HAS	0.0071066
7417	HAS	0.00741422
8851	HAS	0.00792184
6900	HAS	0.00793862
9370	HAS	0.00794845
1731	HAS	0.00809761
10957	HAS	0.00812583
5594	HAS	0.008132
4985	HAS	0.00813577
7020	HAS	0.00816732
8927	HAS	0.00820709
56938	HAS	0.0082901
120892	HAS	0.00831891
3105	HAS	0.0083234
55821	HAS	0.00832798
3156	HAS	0.00855861
847	HAS	0.00861659
3553	HAS	0.00870358
3960	HAS	0.00873888
114548	HAS	0.00891367
125	HAS	0.00902985
3632	HAS	0.00919907
23059	HAS	0.00925605
6314	HAS	0.00927683
7337	HAS	0.00935866
3832	HAS	0.00942005
5467	HAS	0.00961312
347	HAS	0.00976901
2629	HAS	0.00982201
1795	HAS	0.00994101
23411	HAS	0.00995463
7042	HAS	0.0100769
5468	HAS	0.0104359
1029	HAS	0.0104965
4864	HAS	0.0105013
2247	HAS	0.0105588
1385	HAS	0.0105623
23064	HAS	0.0105927
3988	HAS	0.0105935
6252	HAS	0.0106254
6653	HAS	0.0106873
57498	HAS	0.0107245
5546	HAS	0.0108388
1116	HAS	0.0109083
2740	HAS	0.0109457
5293	HAS	0.0109713
3458	HAS	0.0110224
649	HAS	0.0113767
3745	HAS	0.01138
7486	HAS	0.0113894
7067	HAS	0.0114389
30818	HAS	0.0114949
4915	HAS	0.0115585
43	HAS	0.0116647
2720	HAS	0.011674
78996	HAS	0.0117983
4831	HAS	0.0119215
7415	HAS	0.0121632
5243	HAS	0.0122654
839	HAS	0.0124317
9175	HAS	0.0124398
1718	HAS	0.012507
1812	HAS	0.0127812
9479	HAS	0.0129405
57724	HAS	0.0130882
846	HAS	0.0131542
51128	HAS	0.0132757
3119	HAS	0.0132864
5864	HAS	0.0132958
2581	HAS	0.0133772
647309	HAS	0.0134116
3075	HAS	0.013419
3658	HAS	0.0135861
23097	HAS	0.0136621
8766	HAS	0.0136663
3371	HAS	0.0136815
3312	HAS	0.0137346
3918	HAS	0.0137883
387	HAS	0.0139121
347731	HAS	0.0139312
10891	HAS	0.0139783
1423	HAS	0.0140867
338	HAS	0.0141135
327	HAS	0.0141432
114880	HAS	0.0142341
2081	HAS	0.0144447
12	HAS	0.0146116
116443	HAS	0.014682
9588	HAS	0.0148906
2068	HAS	0.0149521
144195	HAS	0.0149991
4504	HAS	0.0150229
4502	HAS	0.0150229
3064	HAS	0.0151502
161835	HAS	0.015241
8301	HAS	0.0152503
945	HAS	0.015551
823	HAS	0.0157921
22882	HAS	0.0158486
4968	HAS	0.015916
64374	HAS	0.01592
8711	HAS	0.0159493
8685	HAS	0.0162392
6376	HAS	0.0163156
58157	HAS	0.0163703
675	HAS	0.0164276
5534	HAS	0.0166003
54210	HAS	0.0167873
