84328	NA	0.02647	97
106480915	NA	0.03285	95
64802	NA	0.009649	95
375790	NA	0.001766	89
401934	NA	0.001766	89
54873	NA	0.004333	88
100129320	NA	0.02013	98
391059	NA	0.004238	97
106479593	NA	0.003423	90
178	NA	0.02729	96
23443	NA	0.05606	98
106479897	NA	0.06907	98
106480141	NA	0.07769	99
116362	NA	0.09255	99
64645	NA	0.0489	95
54482	NA	0.001388	89
127495	NA	0.0384	97
1629	NA	0.001386	80
730010	NA	0.08242	98
54991	NA	0.006514	92
8634	NA	0.001986	88
693138	NA	0.01547	96
8556	NA	0.002674	92
10277	NA	0.003338	87
100421045	NA	0.01296	97
54112	NA	0.05393	98
100420660	NA	0.09519	98
7412	NA	0.003149	85
2135	NA	0.09384	96
148867	NA	0.01407	96
100421397	NA	0.01686	93
51611	NA	0.03392	95
677781	NA	0.006742	89
1901	NA	0.02978	96
5489	NA	0.004307	92
106479932	NA	0.01815	95
106481484	NA	0.04521	94
118427	NA	0.0006468	81
106480573	NA	0.05974	94
94236	NA	0.03238	96
23095	NA	0.02155	97
1301	NA	0.005264	96
106478920	NA	0.05943	95
100421046	NA	0.01502	95
107048981	NA	0.05943	97
55599	NA	0.001251	84
648740	NA	0.00121	88
279	NA	0.00236	94
276	NA	0.8019	99
277	NA	0.0287	98
281	NA	0.3334	99
278	NA	0.06205	94
5226	NA	0.03213	98
642337	NA	0.01919	98
378708	NA	0.01242	96
100526739	NA	0.01242	92
1325	NA	0.01242	95
1676	NA	0.01242	93
5195	NA	0.007033	95
100873333	NA	0.03713	94
106481089	NA	0.02891	95
55170	NA	0.1539	98
29957	NA	0.003958	90
148545	NA	0.02393	96
727941	NA	0.04237	97
653149	NA	0.01598	97
100507044	NA	0.02129	97
100422608	NA	0.02129	97
642818	NA	0.01083	89
284611	NA	0.008087	92
113802	NA	0.005764	96
55119	NA	0.02736	95
163479	NA	0.02772	99
406984	NA	0.01611	94
6814	NA	0.01997	96
254268	NA	0.003398	89
406983	NA	0.01611	96
642864	NA	0.05663	97
29899	NA	0.04835	99
554210	NA	0.01611	92
23155	NA	0.003398	90
22911	NA	0.003035	88
100129428	NA	0.005046	87
6884	NA	0.0107	94
56900	NA	0.04217	96
677766	NA	0.04538	99
127003	NA	0.03287	98
6301	NA	0.01151	88
54938	NA	0.001659	87
1952	NA	0.009427	88
84722	NA	0.01489	93
343263	NA	0.01489	95
6272	NA	0.02366	98
100506376	NA	0.007399	87
5686	NA	0.03045	97
254173	NA	0.002591	90
284612	NA	0.05417	94
127002	NA	0.06172	99
284613	NA	0.005101	87
57463	NA	0.005101	90
83873	NA	0.1024	95
2773	NA	0.05349	98
6071	NA	0.1101	98
406974	NA	0.1101	96
2780	NA	0.1101	97
271	NA	0.03081	96
2948	NA	0.02914	95
2944	NA	0.001827	82
2949	NA	0.0129	97
2947	NA	0.0129	92
102724853	NA	0.01297	93
390996	NA	0.002525	86
10768	NA	0.008958	91
85369	NA	0.01013	93
257	NA	0.01013	93
23435	NA	0.002056	89
164153	NA	0.2098	99
388662	NA	0.001489	91
100873974	NA	0.01149	93
3749	NA	0.006115	95
10747	NA	0.002056	86
684959	NA	0.003564	88
64783	NA	0.002475	85
9122	NA	0.001948	89
101410535	NA	0.003154	89
10542	NA	0.01445	91
84432	NA	0.03112	99
6723	NA	0.009371	92
3744	NA	0.01234	92
3737	NA	0.001364	85
5394	NA	0.01822	96
3738	NA	0.008548	93
643232	NA	0.007655	90
81479	NA	0.0111	93
55791	NA	0.006576	95
100418763	NA	0.01645	96
100873292	NA	0.03527	97
128338	NA	0.01545	95
10390	NA	0.004995	93
79961	NA	0.004995	94
1117	NA	0.02482	97
100420342	NA	0.02482	92
149620	NA	0.02279	97
27159	NA	0.02279	95
100996315	NA	0.01947	98
100130383	NA	0.02204	97
441897	NA	0.02204	98
100873935	NA	0.01687	94
5016	NA	0.003216	94
106480360	NA	0.007044	88
79084	NA	0.007044	95
515	NA	0.005084	91
128346	NA	0.005084	90
140	NA	0.006539	86
106481431	NA	0.01066	97
106479804	NA	0.01687	96
5906	NA	0.008645	93
643329	NA	0.0193	97
106479633	NA	0.0237	93
55924	NA	0.008645	91
11218	NA	0.03246	97
3752	NA	0.008539	91
100874295	NA	0.01369	97
10218	NA	0.1366	98
100873995	NA	0.03957	98
106479696	NA	0.02019	94
100270891	NA	0.02019	95
8784	NA	0.002591	92
55917	NA	0.01072	90
7482	NA	0.01072	94
54879	NA	0.002956	88
829	NA	0.01995	96
359752	NA	0.03756	95
100151667	NA	0.03402	96
4343	NA	0.01615	95
389	NA	0.01615	96
29914	NA	0.03842	96
284467	NA	0.03089	93
100421341	NA	0.1729	99
6566	NA	0.004228	93
246182	NA	0.1508	98
100533731	NA	0.043	96
7293	NA	0.002591	87
260425	NA	0.00125	82
100873269	NA	0.01548	96
10745	NA	0.001483	86
51150	NA	0.001346	83
54665	NA	0.001957	88
26191	NA	0.003595	91
100287722	NA	0.003017	85
440603	NA	0.003017	87
10717	NA	0.003017	89
64858	NA	0.02989	94
204851	NA	0.003897	86
56944	NA	0.02114	97
148281	NA	0.009448	95
51592	NA	0.01994	97
347675	NA	0.06859	96
643586	NA	0.03579	96
10286	NA	0.02707	97
270	NA	0.02046	93
106481041	NA	0.02046	96
4893	NA	0.008079	90
7812	NA	0.007915	94
57540	NA	0.02503	97
80143	NA	0.01034	89
643609	NA	0.003484	82
6847	NA	0.003049	90
7252	NA	0.00403	95
10100	NA	0.004391	90
126792	NA	0.001346	89
4803	NA	0.00374	87
100287778	NA	0.00915	92
