26778	HAS	3.919e-23	80
1380	HAS	8.35e-08	85
1378	HAS	1.555e-16	83
1839	HAS	1.432e-07	82
10665	HAS	2.94e-07	84
56244	HAS	1.054e-07	83
3127	HAS	1.671e-08	82
106480429	HAS	7.625e-07	83
10930	HAS	4.467e-12	87
4800	HAS	4.467e-12	81
221442	HAS	1.277e-10	81
222611	HAS	7.461e-07	82
2041	HAS	1.561e-08	80
285965	HAS	1.561e-08	86
2185	HAS	8.342e-10	80
2989	HAS	5.279e-16	81
1191	HAS	3.492e-17	81
1643	HAS	8.198e-08	82
8567	HAS	3.673e-09	81
100616222	HAS	4.428e-10	88
10658	HAS	3.448e-09	83
106479460	HAS	6.859e-09	84
114971	HAS	6.859e-09	88
4722	HAS	4.246e-10	81
55709	HAS	4.246e-10	83
114900	HAS	4.246e-10	82
23788	HAS	5.247e-09	82
79841	HAS	4.397e-09	85
23360	HAS	7.31e-09	83
23279	HAS	1.631e-08	82
100873603	HAS	3.326e-08	81
932	HAS	4.661e-09	83
643680	HAS	2.415e-16	82
106480590	HAS	5.809e-16	88
9256	HAS	3.671e-07	81
100506779	HAS	3.671e-07	81
100616220	HAS	3.671e-07	83
23526	HAS	6.621e-10	88
147710	HAS	7.42e-23	80
4059	HAS	1.21e-158	80
344	HAS	3.894e-20	80
5971	HAS	1.041e-25	82
162979	HAS	2.742e-13	82
284352	HAS	3.325e-24	82
1987	HAS	3.325e-24	80
284353	HAS	8.275e-23	83
388552	HAS	2.961e-21	81
1158	HAS	3.28e-12	84
645412	HAS	3.28e-12	84
2068	HAS	4.304e-12	83
945	HAS	3.933e-07	84
106481980	HAS	2.24e-09	81
221443	HAS	4.467e-12	80
4607	HAS	9.702e-11	85
5913	HAS	1.274e-09	83
91304	HAS	1.281e-07	82
23624	HAS	5.022e-33	85
79760	HAS	2.297e-23	83
147700	HAS	3.28e-12	80
