19	0	1.51964e-06
825	0	4.62971e-06
114815	0	4.995e-06
51378	0	5.85308e-06
491	0	1.29868e-05
9734	0	1.47138e-05
6786	0	1.62148e-05
1496	0	1.65752e-05
10718	0	1.93693e-05
2904	0	2.08325e-05
30010	0	2.10078e-05
23245	0	2.18061e-05
1501	0	2.35562e-05
2099	0	2.40399e-05
64478	0	2.51933e-05
8404	0	2.7392e-05
7018	0	2.74432e-05
1378	0	2.99661e-05
1636	0	3.38057e-05
648	0	4.03481e-05
10333	0	4.04945e-05
79068	0	4.51848e-05
2153	0	4.84067e-05
3290	0	5.25507e-05
56899	0	5.95303e-05
51151	0	8.33419e-05
4803	0	9.75912e-05
960	0	0.000109304
1808	0	0.000112677
3643	0	0.000114634
162083	0	0.000118237
6310	0	0.000124954
9429	0	0.000144904
3062	0	0.000145412
91584	0	0.000153848
4137	0	0.000159614
6895	0	0.000161092
6263	0	0.000175242
51231	0	0.000179834
9369	0	0.000211504
27185	0	0.000216017
2923	0	0.000218494
4205	0	0.000219802
5789	0	0.000239073
1356	0	0.000250348
324	0	0.000252474
2729	0	0.00027049
5336	0	0.000270628
93664	0	0.000285722
3176	0	0.000286361
6667	0	0.000297488
54103	0	0.000299491
1788	0	0.000316458
9325	0	0.000324367
5592	0	0.000327054
64067	0	0.000332027
25791	0	0.000339557
79648	0	0.000356814
6489	0	0.000380392
10060	0	0.000393134
10242	0	0.000394341
8291	0	0.000414998
5444	0	0.000451108
2934	0	0.000451626
1743	0	0.000468396
23576	0	0.000495402
54715	0	0.000503641
6311	0	0.000515225
57620	0	0.000543588
23646	0	0.000580116
8633	0	0.00058044
3123	0	0.000593946
2890	0	0.000599925
3479	0	0.000603224
6095	0	0.000633483
84441	0	0.000666946
3953	0	0.000669252
2475	0	0.000674849
51477	0	0.000679139
55755	0	0.000695728
85463	0	0.000743925
6925	0	0.000747821
1813	0	0.000750192
6513	0	0.000756951
2312	0	0.000761103
89797	0	0.000777852
3308	0	0.000778624
2736	0	0.000803581
3562	0	0.000830691
1437	0	0.000830691
3084	0	0.000841154
55697	0	0.000882095
320	0	0.000900209
5602	0	0.000901207
55342	0	0.000909687
4000	0	0.000945325
83737	0	0.000956038
427	0	0.000990735
55691	0	0.00101638
4249	0	0.00104612
4815	0	0.00106912
6507	0	0.00108235
3875	0	0.00109265
335	0	0.0011047
23636	0	0.00111288
23242	0	0.00120988
1392	0	0.00124594
644914	0	0.00131883
29119	0	0.00132641
5578	0	0.00138776
5071	0	0.00145367
123041	0	0.00145843
1387	0	0.00146965
6695	0	0.00147035
284217	0	0.00148638
1191	0	0.00148686
7299	0	0.00149382
3635	0	0.00152424
54039	0	0.00153211
4016	0	0.00158155
118924	0	0.001606
2274	0	0.00164453
267012	0	0.00166648
7436	0	0.00167856
4036	0	0.00168589
25902	0	0.0016865
6570	0	0.00171557
10400	0	0.0017315
5506	0	0.00174483
6262	0	0.00175822
1394	0	0.00182068
4780	0	0.00187488
4914	0	0.00191008
2643	0	0.00192999
3480	0	0.0019765
7040	0	0.00199157
759	0	0.00199213
253430	0	0.00202523
80213	0	0.00210418
351	0	0.002117
2100	0	0.00217126
55671	0	0.00217148
7314	0	0.0021755
3990	0	0.00222603
51741	0	0.00223796
6750	0	0.00224858
8801	0	0.00229048
712	0	0.00229732
4599	0	0.00231311
337	0	0.00235748
57016	0	0.00237418
761	0	0.00241733
3556	0	0.00247899
323	0	0.00249875
3932	0	0.00259477
5562	0	0.00280291
5371	0	0.00280318
4855	0	0.0028174
9455	0	0.00288769
26038	0	0.00291459
8869	0	0.00293317
2317	0	0.00306527
7045	0	0.00307274
4548	0	0.00310374
3749	0	0.0031294
11138	0	0.00319373
202559	0	0.00329358
9463	0	0.00330478
1432	0	0.00332261
5603	0	0.00332261
23286	0	0.00347834
5649	0	0.00349433
837	0	0.00349858
5621	0	0.00357101
