274	HAS	1.053e-25	81
1378	HAS	5.692e-24	82
23526	HAS	1.063e-15	80
64231	HAS	2.504e-15	83
51338	HAS	6.532e-15	81
6653	HAS	9.727e-15	82
2185	HAS	7.37e-14	84
643680	HAS	1.192e-13	90
1265	HAS	4.207e-13	87
404026	HAS	4.373e-10	80
29992	HAS	5.576e-10	84
81628	HAS	6.1e-10	81
1135	HAS	6.543e-10	80
29990	HAS	6.909e-10	84
103625684	HAS	2.282e-09	83
123041	HAS	5.542e-09	85
56244	HAS	1.628e-08	83
5702	HAS	1.881e-08	81
57091	HAS	2.46e-08	84
91252	HAS	2.922e-08	84
100616222	HAS	2.973e-08	85
101929423	HAS	3.225e-08	80
646282	HAS	6.042e-08	82
23788	HAS	7.225e-08	84
1477	HAS	8.435e-08	80
10665	HAS	1.138e-07	82
442668	HAS	1.573e-07	81
4176	HAS	2.032e-07	82
2053	HAS	2.115e-07	82
8567	HAS	2.396e-07	81
28411	HAS	2.715e-07	81
7551	HAS	3.098e-07	84
10980	HAS	3.098e-07	82
53	HAS	3.102e-07	80
4722	HAS	3.139e-07	83
392133	HAS	3.268e-07	83
7586	HAS	4.445e-07	81
100873888	HAS	4.637e-07	81
28340	HAS	4.885e-07	82
28461	HAS	5.508e-07	82
106480594	HAS	6.886e-07	82
11282	HAS	7.402e-07	84
780851	HAS	1.271e-06	80
26842	HAS	1.271e-06	81
106480590	HAS	6.02e-25	80
2206	HAS	8.71e-15	81
338398	HAS	1.663e-10	85
101752399	HAS	6.909e-10	80
54749	HAS	4.757e-09	80
4607	HAS	1.42e-08	88
79841	HAS	8.777e-08	82
9179	HAS	2.032e-07	81
245812	HAS	2.618e-07	82
114971	HAS	3.139e-07	83
399888	HAS	4.637e-07	86
100616220	HAS	6.241e-07	80
1380	HAS	1.571e-10	89
100131457	HAS	6.747e-10	84
100873603	HAS	3.604e-07	81
79865	HAS	6.346e-07	80
107984723	HAS	1.271e-06	80
